datetime,author_name,message,cleaned_message,label
2026-03-29 16:18:14,maruf_bow,"ijin kak, boleh ambil fotonya? ada tugas dari dosen disuruh ngumpulin hal-hal indah🫣🫣🫣",
2026-03-29 16:19:06,lapi6840,posisi di mana kak...,
2026-03-29 16:19:13,dio_2105,aduuhj,
2026-03-29 16:19:26,sri.mada,senyumnya bikin dompet menganga🤣🤣,
2026-03-29 16:19:28,dio_2105,wowwww,
2026-03-29 16:19:31,ngajidirisadardiri2,GX ccok di aku yg cpat bagun,
2026-03-29 16:19:35,raka.celena85,geulis kieu,
2026-03-29 16:19:39,user374075778639604,salam kenal bae,
2026-03-29 16:19:50,aries_7626,punya suami taaa mbaaa,
2026-03-29 16:20:07,raka.celena85,bahagia jd suaminya,
2026-03-29 16:20:43,user374075778639604,salam kenal aja,
2026-03-29 16:21:22,surup345,WARNING⚠️ HENTIKAN LIVE ANDA DALAM WAKTU 2 MENIT JIKA TIDAK AKUN ANDA DI BANNED PERMANEN ⚠️,
2026-03-29 16:21:46,mrge43,ngefen aama kakak pengen ngasih tas boleh kak cek dm ya,
2026-03-29 16:21:53,surup345,KARENA ANDA JANDA GAJADI DI BANNED,
2026-03-29 16:22:10,muharfirmansya,[wow][wow],
2026-03-29 16:22:24,muharfirmansya,asli mana adx,
2026-03-29 16:22:28,dio_2105,mantaff,
2026-03-29 16:22:36,122mnurk.isaaan_,asli mana kak,
2026-03-29 16:22:43,agungrinaldi247,manis,
2026-03-29 16:22:51,agungrinaldi247,manis kaka,
2026-03-29 16:23:00,lahem6,pas,
2026-03-29 16:23:07,dio_2105,"mantaff sih ,sayang milik orang",
2026-03-29 16:23:08,bundhadeny2,hy,
2026-03-29 16:23:22,akunbaru6266,cantik banget bagus banget style nya,
2026-03-29 16:23:29,122mnurk.isaaan_,asli mana kak,
2026-03-29 16:23:38,andriawan384,hello tth ku yng cntik apkbr,
2026-03-29 16:23:39,jojo1408c,teh kenapah sih cantiknh awet,
2026-03-29 16:23:52,122mnurk.isaaan_,siap duit,
2026-03-29 16:24:05,rendyeunjangvsaclj,teh,
2026-03-29 16:24:13,andriawan384,tth LG di mna,
2026-03-29 16:24:20,dio_2105,duit ga tuh ..😁,
2026-03-29 16:24:28,irwan.irawan874,teteh ko pd merah pipi nya,
2026-03-29 16:24:33,laejoker7,salam pipi alus,
2026-03-29 16:24:41,alodie.shahia,teh spill eyeshafow & lippen yang dipakai dun,
2026-03-29 16:24:49,gandu.sadewo,mangan opo,
2026-03-29 16:25:07,irwan.irawan874,tth pipi nya merah,
2026-03-29 16:25:16,gandu.sadewo,mangan opo,
2026-03-29 16:25:19,fk4.2gd,Nyeepkeun koin we ieu mah,
2026-03-29 16:25:21,erick.dagul,hey istri,
2026-03-29 16:25:35,muhammadmahfud992,hayy mba,
2026-03-29 16:25:44,mak_itamswett,menyala merah nya,
2026-03-29 16:25:58,alodie.shahia,kirain teh palao wardah Glasting Liquid Lip😁,
2026-03-29 16:26:03,alodie.shahia,*pakai,
2026-03-29 16:26:13,fk4.2gd,Ges pami aya nu serius mah mangga ka bumina nyandak mahar min 100 gram bakal d tampi gera,
2026-03-29 16:26:15,topan.opan6,Lokasi mana kk,
2026-03-29 16:26:21,last_on_999,hai mantan,
2026-03-29 23:12:34,bagas9236392,bagi THR dong,
2026-03-29 23:12:34,user563219401,ka warna rambutnya apa,
2026-03-29 23:12:34,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:34,aufar.hawwari1,assalamualaikum,
2026-03-29 23:12:34,astritexyn,tiba tibaa bgtt bertopi muluuuu cintakuu,
2026-03-29 23:12:34,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:12:34,userdeville,Vie goute kamu itu warna link gk packaging nya?,
2026-03-29 23:12:34,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:34,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:34,aufar.hawwari1,assalamualaikum,
2026-03-29 23:12:34,astritexyn,tiba tibaa bgtt bertopi muluuuu cintakuu,
2026-03-29 23:12:34,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:12:34,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:34,userdeville,Vie goute kamu itu warna link gk packaging nya?,
2026-03-29 23:12:35,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:35,acinnnnnnnnn_,napas kupling umur brpa sebenernya,
2026-03-29 23:12:35,bagas9236392,bagi THR dong,
2026-03-29 23:12:36,myhani601,Lagunya enakk bgtt,
2026-03-29 23:12:36,aufar.hawwari1,assalamualaikum,
2026-03-29 23:12:36,isynaaaaa_,Tutor matanya,
2026-03-29 23:12:36,_iqbal.m._,mau topinya dong,
2026-03-29 23:12:37,hy.its.yraaa,warna rambutnya apaa,
2026-03-29 23:12:37,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:12:37,ad2r44,hellow my kembaran 💜💜💜,
2026-03-29 23:12:37,sham38712,dundex plis baca,
2026-03-29 23:12:37,bagas9236392,bagi THR dong,
2026-03-29 23:12:37,siapague472,kaka blasteran kah,
2026-03-29 23:12:37,4dr14n721,coba apus meck up,
2026-03-29 23:12:39,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:40,safik.udin25,sepuluh topi nya kk,
2026-03-29 23:12:40,akun8271,spil topi,
2026-03-29 23:12:41,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:12:41,aufar.hawwari1,assalamualaikum,
2026-03-29 23:12:41,doktor_eramdhani17,kakak kaya yg ketemu parade ogoh-ogoh atau mukanya sama,
2026-03-29 23:12:41,myhani601,Lagunya enakk bgtt,
2026-03-29 23:12:44,vjbjdsvjbjmm,aku bru gabung kak😭😭,
2026-03-29 23:12:44,bagas9236392,bagi THR dong,
2026-03-29 23:12:45,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:46,aufar.hawwari1,assalamualaikum,
2026-03-29 23:12:46,just_keepsweaming,Kalau dipegang hidungnya sakit gk kak,
2026-03-29 23:12:46,vtzytustad,cantik bgt beb,
2026-03-29 23:12:47,myhani601,Lagunya enakk bgtt,
2026-03-29 23:12:49,bagas9236392,bagi THR dong,
2026-03-29 23:12:49,machalalumyulwee,coba berdiri,
2026-03-29 23:12:51,siapague472,kk blasteran kah,
2026-03-29 23:12:51,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:52,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:12:52,aufar.hawwari1,assalamualaikum,
2026-03-29 23:12:52,machalalumyulwee,coba berdiri,
2026-03-29 23:12:53,myhani601,Lagunya enakk bgtt,
2026-03-29 23:12:55,bagas9236392,bagi THR dong kk,
2026-03-29 23:12:55,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:56,isynaaaaa_,Tutor matanya kak,
2026-03-29 23:12:56,aufar.hawwari1,assalamualaikum,
2026-03-29 23:12:57,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:12:57,bagas9236392,bagi THR dong kk,
2026-03-29 23:12:58,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:12:58,sceneofmemory,jd ingat anggi,
2026-03-29 23:13:01,myhani601,Lagunya enakk bgtt,
2026-03-29 23:13:01,aufar.hawwari1,assalamualaikum,
2026-03-29 23:13:01,bagas9236392,bagi THR dong kk,
2026-03-29 23:13:01,machalalumyulwee,coba berdiri,
2026-03-29 23:13:01,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:13:03,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:04,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:04,bagas9236392,bagi THR dong kk,
2026-03-29 23:13:05,acinnnnnnnnn_,sebenarnya umur berapa kka,
2026-03-29 23:13:05,myhani601,Lagunya enakk bgtt,
2026-03-29 23:13:05,reskystore1,pose dong kak,
2026-03-29 23:13:05,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:13:05,liaafrilll,Cantik 😘,
2026-03-29 23:13:05,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:05,aufar.hawwari1,assalamualaikum,
2026-03-29 23:13:06,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:07,anomali762,topinya beli dmn,
2026-03-29 23:13:07,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:13:07,liannacuu,pake lip apa kak,
2026-03-29 23:13:07,bagas9236392,bagi THR dong kk,
2026-03-29 23:13:08,aufar.hawwari1,assalamualaikum,
2026-03-29 23:13:08,bboystroboys,woii kopling cantik banget,
2026-03-29 23:13:08,myhani601,Lagunya enakk bgtt,
2026-03-29 23:13:09,siapague472,kk blasteran kah,
2026-03-29 23:13:10,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:10,acinnnnnnnnn_,sebenarnya umur berapa kka,
2026-03-29 23:13:10,bagas9236392,bagi THR dong kk,
2026-03-29 23:13:11,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:11,doooooyyyyy_169,makin hari makin cantik aj nih orang,
2026-03-29 23:13:11,acinnnnnnnnn_,sebenarnya umur berapa kka,
2026-03-29 23:13:12,boniii_28,matanya kyk meraah,
2026-03-29 23:13:13,_stroberiiiiii,yoi,
2026-03-29 23:13:13,safik.udin25,sepil topi nya kk,
2026-03-29 23:13:13,myhani601,Lagunya enakk bgtt,
2026-03-29 23:13:14,bp_tnjk,ka peruuut kamuu sangat seksey,
2026-03-29 23:13:14,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:14,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:13:14,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:15,siapague472,kk blasteran kh,
2026-03-29 23:13:15,vtzytustad,cantik bgt beb,
2026-03-29 23:13:15,ncjiaw,APASIII CANTII BABGET,
2026-03-29 23:13:15,acinnnnnnnnn_,sebenarnya umur berapa kka,
2026-03-29 23:13:15,s4ntaiaebrow,topi di jual nggak??,
2026-03-29 23:13:16,str4wbiles,idungnya diapain lagi ituuu,
2026-03-29 23:13:16,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:17,myhani601,Lagunya enakk bgtt,
2026-03-29 23:13:18,muhammadvikryy,Mending asem apa apek?,
2026-03-29 23:13:18,dwndi20,WARNA RAMBUTNYA APA KAK?,
2026-03-29 23:13:19,siapague472,kk blasteran kah,
2026-03-29 23:13:19,acinnnnnnnnn_,sebenarnya umur berapa kka,
2026-03-29 23:13:19,doktor_eramdhani17,see you next time Bye bye,
2026-03-29 23:13:21,rhanzz4,danmmm you look so pretty ✨,
2026-03-29 23:13:22,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:22,siapague472,kk blasteran kah,
2026-03-29 23:13:22,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:24,muhammadvikryy,Mending asem apa apek?,
2026-03-29 23:13:25,just_keepsweaming,Lagu asede kak,
2026-03-29 23:13:25,liannacuu,cantiknyaa,
2026-03-29 23:13:25,myhani601,Lagunya enakk bgtt,
2026-03-29 23:13:25,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:25,akun8271,spill topi kak,
2026-03-29 23:13:26,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:26,siapague472,kk blasteran kah,
2026-03-29 23:13:26,akun8271,spill topi kak,
2026-03-29 23:13:28,sham38712,lagu dundex,
2026-03-29 23:13:29,myhani601,Lagunya enakk bgtt,
2026-03-29 23:13:30,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:30,siapague472,kk blasteran kaah,
2026-03-29 23:13:30,akun8271,spill topi kak,
2026-03-29 23:13:31,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:31,muhammadvikryy,Mending asem apa apek?,
2026-03-29 23:13:31,rafsanjaniul_,di apain lagi itu idung kopling,
2026-03-29 23:13:32,doktor_eramdhani17,see you next time Bye bye,
2026-03-29 23:13:33,akun8271,spill topi kak,
2026-03-29 23:13:33,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:35,coboyytamvan,suka lagu Bollywood ga,
2026-03-29 23:13:35,buntot_kering,kak Topi nya coba hadep belakang,
2026-03-29 23:13:35,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:36,akun8271,spill topi kak,
2026-03-29 23:13:37,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:37,lm4a4,hidung nya kok belang kak,
2026-03-29 23:13:37,akun8271,spill topi kak,
2026-03-29 23:13:39,extrak27_,yg anak kita udah TDR blm,
2026-03-29 23:13:40,siapague472,kk blasteran kah,
2026-03-29 23:13:40,muhammadvikryy,Mending asem apa apek?,
2026-03-29 23:13:41,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:41,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:41,lillyeager_,downtime nya kira kira brp lama ka,
2026-03-29 23:13:42,akun8271,spill topi kak,
2026-03-29 23:13:42,frndasz,"@Baby D ginger sepertinya, tp udah mulai luntur itu keliatannyaa",
2026-03-29 23:13:42,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:45,threesixty191,umur berapa kak ? 🤔,
2026-03-29 23:13:45,apasiii394,Oplas,
2026-03-29 23:13:45,vinairs,p p apaa,
2026-03-29 23:13:45,hadyfirmansyah443,spil kalung ya cantik,
2026-03-29 23:13:46,akun8271,spill topi kak,
2026-03-29 23:13:48,v2s0g,bales wa,
2026-03-29 23:13:48,muh.allifatullarkan,apa neihh,
2026-03-29 23:13:48,sham38712,spil dundex,
2026-03-29 23:13:49,argianduru_,idungnya kenapa sayang,
2026-03-29 23:13:49,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:50,user012345678131287,kaa ur soo prettyyy istg u are my rolee modell taauuu jsletuknowww,
2026-03-29 23:13:50,akun8271,spill topi kak,
2026-03-29 23:13:50,arnelita01_,@strwberryieeee ginger,
2026-03-29 23:13:52,sanjinih1,bisa Pasang keramik mbek?,
2026-03-29 23:13:52,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:13:53,radinal_a.s,p p 😅,
2026-03-29 23:13:53,argianduru_,idungnya kenapa sayang,
2026-03-29 23:13:55,silva6969696,pe epe apa dirimu mempesona,
2026-03-29 23:13:55,threesixty191,umur berapa kak ? 🤔,
2026-03-29 23:13:55,muhammadvikryy,Mending asem apa apek?,
2026-03-29 23:13:55,mantoismanto,mau nyanyi kah mbak,
2026-03-29 23:13:56,arnelita01_,warna ginger keknya,
2026-03-29 23:13:57,akun8271,spill topi kak,
2026-03-29 23:14:01,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:14:01,liu.shen42,itu hidung nya panjang banget,
2026-03-29 23:14:02,argianduru_,idungnya kenapa sayang,
2026-03-29 23:14:03,muhammadvikryy,Mending asem apa apek?,
2026-03-29 23:14:04,rezz._16,spil topi,
2026-03-29 23:14:06,cibaiii338,penyakit ini,
2026-03-29 23:14:08,lsivlntn,@strwberryieeee udh perasaan tdi kak,
2026-03-29 23:14:14,strwberryieeee,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:14:15,andi.zipank,😘,
2026-03-29 23:14:15,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:14:15,liu.shen42,skincare apa kk,
2026-03-29 23:14:20,v2s0g,merah bngt tu mata,
2026-03-29 23:14:20,arnelita01_,@strwberryieeee ginger,
2026-03-29 23:14:22,frndasz,"@strwberryieeee ginger kak warna nyaaa, tp itu udh mulai luntur",
2026-03-29 23:14:22,zery2237,Reza arab,
2026-03-29 23:14:22,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:14:26,dwndi20,kak banyak bgt yg nanyain cat rambut masa gamau spill 💔💔💔💔,
2026-03-29 23:14:29,rezz._16,spil topi,
2026-03-29 23:14:32,anomali762,beli topi dmn,
2026-03-29 23:14:33,kadionooo_,topi ny bgus,
2026-03-29 23:14:34,radinal_a.s,matamu knp merah vi,
2026-03-29 23:14:34,ttaurussme,"jangan banyak""",
2026-03-29 23:14:36,via.zaraaa,@Baby D oren kemerahan itu kak. Aku wrnanya sma gtu,
2026-03-29 23:14:37,kph_mas_a,Halo kk,
2026-03-29 23:14:42,aksaranadiku,Kak titin,
2026-03-29 23:14:45,alvinoreyesh0,LAHH PACARRR,
2026-03-29 23:14:48,celflofesc,Kaa furap apa rabun,
2026-03-29 23:14:48,adiittt___,viieeee,
2026-03-29 23:14:48,ariesginanjar80,cakep ini sama Fuji juga,
2026-03-29 23:14:50,radinal_a.s,matamu knp merah vi,
2026-03-29 23:14:51,arnelita01_,istirahat ka,
2026-03-29 23:14:54,anomali762,spill topiiii dong,
2026-03-29 23:14:55,arnelita01_,kelihatan cpe bgt,
2026-03-29 23:15:00,_stroberiiiiii,topi siapa tuu,
2026-03-29 23:15:03,alvinoreyesh0,LAHH PACARRR KUU,
2026-03-29 23:15:08,kadionooo_,suka basket ya ka,
2026-03-29 23:15:12,radinal_a.s,🤣🤣,
2026-03-29 23:15:25,atharpeople,aneh,
2026-03-29 23:15:25,celflofesc,Kaa furab apa rabun,
2026-03-29 23:15:25,habulll199,Nafas koplang,
2026-03-29 23:15:26,vinairs,vierab💜,
2026-03-29 23:15:28,anomali762,spill topi dong,
2026-03-29 23:15:28,lucius9093,sunda abiss inimahhh euyyyy,
2026-03-29 23:15:31,algafahri29,hay sayang,
2026-03-29 23:15:31,alvinoreyesh0,netizen ka biasaa,
2026-03-29 23:15:31,muhamad.ripi,sabar sayangg,
2026-03-29 23:15:32,miffymoo3,itu kalo nafas lewat hidung masih sakit ga ka?,
2026-03-29 23:15:33,radinal_a.s,jgn hiraukan vi 🤣,
2026-03-29 23:15:33,celflofesc,Kaa furab apa rabun,
2026-03-29 23:15:35,nayyaa906,imut gini,
2026-03-29 23:15:37,leryy_99,Jgn di dengerin,
2026-03-29 23:15:37,pisang.ijo564,kok jdi ngeri lihatnya atuh,
2026-03-29 23:15:37,aldiannnsyahh,lahh sma givic?,
2026-03-29 23:15:38,strawbeeyss,lagian dengerin orang,
2026-03-29 23:15:40,arnelita01_,rekomen ga ka yg op kmrin pke rawan telinga,
2026-03-29 23:15:42,kadionooo_,ga op aja udh ckep,
2026-03-29 23:15:44,habulll199,Vierab,
2026-03-29 23:15:45,arnelita01_,rekomen ga ka yg op kmrin pke rawan telinga,
2026-03-29 23:15:45,vinkurangsegalanya,LAH KOK CEWE AK NGE LIVE,
2026-03-29 23:15:46,bruderzz,oh,
2026-03-29 23:15:46,zoe401238,plis jngan blunder,
2026-03-29 23:15:46,pisang.ijo564,kok jdi ngeri lihatnya atuh,
2026-03-29 23:15:50,fihar200696,Masya Allah bgt,
2026-03-29 23:15:51,farid_alfarabi,kenapa mata ny merah kak,
2026-03-29 23:15:58,ryhnslmnn,g capek napa cakep terus,
2026-03-29 23:16:02,mahol544,knp op.,
2026-03-29 23:16:03,pisang.ijo564,kok jdi ngeri lihatnya atuh,
2026-03-29 23:16:06,strawbeeyss,"simple pdahal gausah di dengerin, sama nya aja",
2026-03-29 23:16:10,arnelita01_,rekomen ga ka yg op kmrin pke rawan telinga,
2026-03-29 23:16:10,bruderzz,kamu katanya mau tidur sayy,
2026-03-29 23:16:10,andi.zipank,☺,
2026-03-29 23:16:11,secretcutie_______,kenapa dibuka ka,
2026-03-29 23:16:12,2uryaaa4_,gitu aja udh cantik,
2026-03-29 23:16:14,....username61,kak,
2026-03-29 23:16:15,ryhnslmnn,bener semua kok,
2026-03-29 23:16:15,holyfvckk_,abis op?,
2026-03-29 23:16:15,urrlvycan,cakepan dulu,
2026-03-29 23:16:19,loveyyouyu,org jambi y,
2026-03-29 23:16:19,....username61,kak,
2026-03-29 23:16:20,ryhnslmnn,bener semua kok,
2026-03-29 23:16:20,alvinoreyesh0,gausa didengerin vii,
2026-03-29 23:16:21,bbblqss,baguss kaaa,
2026-03-29 23:16:22,njaarc1ve,kek orang thailand kak,
2026-03-29 23:16:24,arisss_125,sakit gak itu,
2026-03-29 23:16:24,2uryaaa4_,cantikk gitu ka,
2026-03-29 23:16:25,njaarc1ve,kek orang thailand kak,
2026-03-29 23:16:25,mandaocta1,sakit gaaaa kakk cepet sembuh yaaaa,
2026-03-29 23:16:27,anttzy27,yoi,
2026-03-29 23:16:27,lucius9093,ya pengen we atuhh yaa kann wkwk,
2026-03-29 23:16:27,palendanhobinya,Sakit g kak,
2026-03-29 23:16:27,3bebe_17,nama aslinya siapa si kak,
2026-03-29 23:16:28,ryhnslmnn,bener semua kok,
2026-03-29 23:16:28,anggrainiwulandr_,pernah benang hidung ga kak sebelum op,
2026-03-29 23:16:28,vinkurangsegalanya,LAH KOK CEWE AK NGE LIVE,
2026-03-29 23:16:28,liaaysss,cantik bangeettt ih,
2026-03-29 23:16:28,njaarc1ve,kek orang thailand kak,
2026-03-29 23:16:29,bruderzz,cepat tidur sayy,
2026-03-29 23:16:29,hnnsnnd,filler bibir ada efeknya gak,
2026-03-29 23:16:33,hnnsnnd,filler bibir ada efeknya gak,
2026-03-29 23:16:34,arnelita01_,post ka biar pada tau,
2026-03-29 23:16:34,via.zaraaa,"Org"" nanya warna cat rmbut de",
2026-03-29 23:16:34,yahahahahayu00,hiiu,
2026-03-29 23:16:35,ryhnslmnn,bener semua kok,
2026-03-29 23:16:35,pisang.ijo564,langsung ilang aurat cantiknya tpi kalau sembuh pasti gacor lagi,
2026-03-29 23:16:35,tutuy.sja,kk knp kok kaya nangis,
2026-03-29 23:16:35,liverleaf66,kaka cakepp koo gpp bgt kk ambil keputusan yang terbaik💖,
2026-03-29 23:16:36,dra_fjrnana08,sound nya apa yang tadii kakk,
2026-03-29 23:16:36,hnnsnnd,filler bibir ada efeknya gak,
2026-03-29 23:16:36,daffaaarikkk,Pantas gak balas chat lagi live to,
2026-03-29 23:16:37,palendanhobinya,Sakit ga kak,
2026-03-29 23:16:37,nosvorlight,pacarnya org thailand ya,
2026-03-29 23:16:38,riiii_059,berlian,
2026-03-29 23:16:39,mwooncherries,op sebelumnya abis berapa ka,
